#####################################################################
# Alchemist log file - simulation started at: 2024-06-14T07:43+0000 #
#####################################################################
#
# seed = 0.0, spacing = 1, error = 0.5, globalRound = 4
#
# The columns have the following meaning: 
# time Reward[min] Reward[max] Reward[mean] Reward[variance] MeanDistance[min] MeanDistance[max] MeanDistance[mean] MeanDistance[variance] 
0.0 NaN NaN NaN NaN NaN NaN NaN NaN
0.1 NaN NaN NaN NaN NaN NaN NaN NaN
1.1 -2.0347943253855436 -0.8871415435993155 -1.1807780847116933 0.04804273367809049 0.9123431723099031 1.6393507949203123 1.09572014186547 0.01654502572352658
2.1 -2.1298106812969104 -0.7949051417156134 -1.1860543999355657 0.05138180962479684 0.8929498803876182 1.696219801804245 1.0934988989149843 0.018322959027303843
3.1 -2.079968698616425 -0.8225017007047182 -1.154787787955665 0.049845653533728364 0.8489019614447081 1.6721645351081182 1.0762886721793374 0.01759965105475736
4.1 -1.980306441453054 -0.777065862454807 -1.129069518656603 0.04676633973164547 0.8316287952160082 1.6522320836754438 1.0580730576739903 0.01715152912089092
5.1 -1.942039035863843 -0.8195789951954273 -1.1419469364667483 0.04640340540794062 0.8360416484228242 1.6152702895184157 1.0659651244081614 0.017734536897618707
6.1 -1.8856711257367336 -0.8465476206299913 -1.1158913717718504 0.04365168861494431 0.7979984753508225 1.6152702895184157 1.046882894662363 0.01751765451341104
7.1 -1.880676594430928 -0.8402811147319631 -1.1295417554509306 0.04377680122336837 0.8042078912931491 1.5788171170558924 1.0491498072333592 0.017857796011305264
8.1 -1.8416663857375297 -0.7946350185263968 -1.1337431758310506 0.03934521238387818 0.833922035934559 1.5599359569341564 1.0522433277701146 0.016144674078033293
9.1 -1.8416663857375297 -0.7871634123218392 -1.1017702951642232 0.0407590488758143 0.7941703903053264 1.5285670605014012 1.0328948579917019 0.016820501526406115
10.1 -1.8416663857375297 -0.7660486125115702 -1.0841536269423198 0.041338178486480276 0.740182081279001 1.4925128364914593 1.014354451269036 0.01696103876140966
11.1 -1.8989996005621232 -0.7298934158279606 -1.093002852263697 0.041893423434353004 0.7712370514096782 1.5049178671207213 1.0160856675729573 0.017645170135312166
12.1 -1.8075085703553084 -0.7163246769527367 -1.0974943941823383 0.041489132114854534 0.7549483018383076 1.4691192055617688 1.016042295687095 0.017704720857156287
13.1 -1.8555151357029713 -0.7315596028206579 -1.1022043689578507 0.044571944817956496 0.7593176788021153 1.4846889294881627 1.0152399018600777 0.0188317308404908
14.1 -1.838261889349612 -0.7802157237355292 -1.1087562602633547 0.04396585596071951 0.7640445648507204 1.5131692990703434 1.0217517903018192 0.018791171016179935
15.1 -1.7269592426764402 -0.7531015268801047 -1.1059887248336322 0.04448858069719665 0.7528233123835444 1.4677635483096556 1.0225244404841443 0.019452821904915873
16.1 -1.6762513663790353 -0.6691114805368945 -1.0879408641422992 0.041848855676451795 0.7447622304193189 1.4064397864944973 1.0010277746180334 0.019672184370781186
17.1 -1.7181715243794222 -0.6630238841180338 -1.0937202401171797 0.042549174401357893 0.7154879943052923 1.400673446368056 0.9991459626912224 0.021891377716542874
18.1 -1.6773199471283755 -0.6188492392172522 -1.0668387549218836 0.04321581619939463 0.6769900516622014 1.3595500404700078 0.9769447646807288 0.022191860011559355
19.1 -1.6762513663790353 -0.6019312514483348 -1.0681627668016271 0.04409000375351596 0.6790753556232672 1.3731421250577174 0.9789121383300613 0.022095983325618757
20.1 -1.716426892143289 -0.6003980449942523 -1.0642690584367926 0.0486140244753844 0.646833584369017 1.3872156784835195 0.9791000939134051 0.023122973207588157
21.1 -1.776066870798707 -0.6082377588881236 -1.0646212853046395 0.041991623257491104 0.6716408310418451 1.4409308227678523 0.9759663660901441 0.021498740222511477
22.1 -1.7748402683636957 -0.6240450430564068 -1.0683833176959325 0.04035104960147896 0.669732249237806 1.4408999653024803 0.9753916084310452 0.021301764592785377
23.1 -1.8178042250212954 -0.6341791078984846 -1.0685985548825512 0.045312691429808795 0.6884508593834866 1.4893305084018322 0.979138470319115 0.022973190487021868
24.1 -1.9177040701285717 -0.6841427832620515 -1.085837771412235 0.046281248313970326 0.6718290226083575 1.4954523596764648 0.9794964744793802 0.02370234160916599
25.1 -1.867752937267036 -0.6267891938529839 -1.043245332757361 0.046799806203941606 0.6283224017132518 1.4754553231316383 0.9553483056702612 0.024203958615279575
26.1 -1.880100328828968 -0.6267891938529839 -1.0565144696610622 0.047650811093804174 0.6519364625990078 1.5095412737605425 0.96004411375372 0.0236090444767687
