#####################################################################
# Alchemist log file - simulation started at: 2024-06-14T10:04+0000 #
#####################################################################
#
# seed = 0.0, spacing = 1, error = 0.5, globalRound = 9
#
# The columns have the following meaning: 
# time Reward[min] Reward[max] Reward[mean] Reward[variance] MeanDistance[min] MeanDistance[max] MeanDistance[mean] MeanDistance[variance] 
0.0 NaN NaN NaN NaN NaN NaN NaN NaN
0.1 NaN NaN NaN NaN NaN NaN NaN NaN
1.1 -1.9304871824601955 -0.8003027406446903 -1.1551195954282318 0.049153447014298954 0.8771445203697384 1.5976414965463892 1.08211548305818 0.015774399470059864
2.1 -1.9304871824601955 -0.7836746071887017 -1.1311795704867251 0.052407810960559714 0.8303187115927851 1.5976414965463892 1.0664066174407414 0.017186321596929604
3.1 -1.880100328828968 -0.7689907691107833 -1.1090236944428837 0.047858047941884946 0.8371033052658466 1.5590683360097792 1.0488175885779516 0.01642750602950803
4.1 -1.8918491816694585 -0.7677422672273717 -1.1173344083213368 0.04603047448836409 0.8261153250583494 1.5808370641811762 1.050406505898217 0.016435887840620375
5.1 -1.8742606169576919 -0.7392979550188195 -1.090219641129872 0.048315413765230075 0.8062058326596977 1.5610302422288092 1.0312400080325788 0.017135945181440494
6.1 -1.8742606169576919 -0.705297987192284 -1.0722749294889755 0.047840605803180135 0.763546118277173 1.5610302422288092 1.0156023315311131 0.01787987697019501
7.1 -1.8742606169576919 -0.696343202764597 -1.0455847629141624 0.04870493745044775 0.7552007308483581 1.5610302422288092 1.000279607099758 0.019078321863568896
8.1 -1.8742606169576919 -0.6153509611670787 -1.026702472066756 0.04772157719331733 0.7280596532560875 1.5610302422288092 0.9838757904575833 0.020900338758494688
9.1 -1.8742606169576919 -0.6153509611670787 -1.010561852049579 0.04720275254908792 0.7006259554095202 1.5610302422288092 0.9699716536996067 0.021858372780464597
10.1 -1.8742606169576919 -0.6153509611670787 -0.9984145595346146 0.047882153657610914 0.6775119375391947 1.5610302422288092 0.9562540481981785 0.023884516072150988
11.1 -1.8742606169576919 -0.6070486425962718 -0.9722280390363769 0.051307288106899204 0.6320873857980549 1.5610302422288092 0.9391769423635579 0.02581365381287771
12.1 -1.8742606169576919 -0.5748603721410412 -0.9564885598398001 0.051368792815229956 0.604589792910988 1.5610302422288092 0.9215496345462663 0.029759608790551922
13.1 -1.8742606169576919 -0.5089736370183651 -0.9417218986234547 0.05153942618944526 0.551158959025857 1.5610302422288092 0.9002769387190913 0.03386495938195603
14.1 -1.8742606169576919 -0.4704914991356696 -0.9222236560847143 0.05758984714071542 0.4950818147740141 1.5412437225136346 0.8795937641786815 0.03726771127590955
15.1 -1.8742606169576919 -0.4347296544499089 -0.9168500673129887 0.06334536612272018 0.4797102500345141 1.5412437225136346 0.8588172311261089 0.0413011241235664
16.1 -1.8742606169576919 -0.38333196589629553 -0.8894240520709363 0.06399528505816306 0.42464007880081456 1.5214808618370923 0.8371234178818516 0.045317035481074866
17.1 -1.8742606169576919 -0.3298456981240622 -0.8713063074977769 0.06767457209211301 0.38738673948122415 1.5000111809819698 0.8156183973519994 0.050804773182361075
18.1 -1.8742606169576919 -0.3298456981240622 -0.8438049282898404 0.07071467811218579 0.33870058318429896 1.4817826511480998 0.790352691405076 0.05595202284226069
19.1 -1.9365531024719493 -0.37091101114899866 -0.8451638853343482 0.06866659399095369 0.3362119097781563 1.5209835225507349 0.7887996884349323 0.056341358311504774
20.1 -1.9052876581023745 -0.2762098722805397 -0.8066190079485616 0.07610894357480978 0.298150302802765 1.4935712787669253 0.7574607499386744 0.06321585503017327
21.1 -1.8120160939634815 -0.26608124878868133 -0.7808465853608784 0.07468780771330047 0.256082969261647 1.4749169659391468 0.7264296104229345 0.0688869066633507
22.1 -1.7207241867009293 -0.20737876159455548 -0.7504730710144243 0.07753659694893095 0.2156492454591167 1.4474770925865217 0.6969138871586957 0.07626724786588504
23.1 -1.6317079571776252 -0.18819667375475735 -0.7146790171103328 0.09191994133948492 0.17345765559516862 1.4087045307443893 0.6654975189876043 0.08116067304214519
24.1 -1.5950681699490388 -0.17315948452108293 -0.6859167053041542 0.09453559199371116 0.14601717453599794 1.3914260670893683 0.6379112896621033 0.08626626193493224
25.1 -1.5950681699490388 -0.128375207332676 -0.6405302486345891 0.1077991140925969 0.10026420156274911 1.398864977956706 0.6082033971850707 0.09221736521584752
26.1 -1.5950681699490388 -0.03332184910474103 -0.6103881547649938 0.11600094407137172 0.11241160530420817 1.4172940000991212 0.57763713740425 0.09746613252616175
