#####################################################################
# Alchemist log file - simulation started at: 2024-06-14T07:43+0000 #
#####################################################################
#
# seed = 0.0, spacing = 1, error = 0.5, globalRound = 7
#
# The columns have the following meaning: 
# time Reward[min] Reward[max] Reward[mean] Reward[variance] MeanDistance[min] MeanDistance[max] MeanDistance[mean] MeanDistance[variance] 
0.0 NaN NaN NaN NaN NaN NaN NaN NaN
0.1 NaN NaN NaN NaN NaN NaN NaN NaN
1.1 -2.0347943253855436 -0.8871415435993155 -1.1807780847116933 0.04804273367809049 0.9123431723099031 1.6393507949203123 1.09572014186547 0.01654502572352658
2.1 -1.9353652120296496 -0.8291401389813675 -1.1571287775803447 0.04433653883176232 0.888579176502779 1.6059978966146051 1.0797712994260449 0.014986359210988356
3.1 -1.9438037812273492 -0.8900520788903508 -1.1709450023489474 0.045902913751970656 0.875492694855137 1.5777384208396026 1.0798828033875616 0.015585365486223138
4.1 -1.8512790287182124 -0.8286676390677807 -1.1512429323647102 0.04193025087044032 0.847725204670103 1.5578160474224982 1.0591126782483558 0.014848227706917523
5.1 -1.8308753153746748 -0.8269106835775206 -1.1265413500730113 0.038506657079690136 0.8172997436643763 1.5457370842250002 1.0385110906545953 0.014970498847088615
6.1 -1.8871218577090934 -0.7879515696101866 -1.140125825545032 0.03904550906027416 0.8135365915281149 1.5562666175131414 1.04432322052631 0.015017426751269785
7.1 -1.8742702770791915 -0.738817804682018 -1.1491542614336137 0.03747726902567984 0.8061945130479892 1.5202671526213654 1.0471448193039468 0.0148294981454975
8.1 -1.8742702770791915 -0.7830871590193855 -1.1140152899051718 0.04138510335594746 0.7741979016119341 1.5202671526213654 1.0254362953368779 0.015231169491909361
9.1 -1.8742702770791915 -0.7687925051827293 -1.0893757947040643 0.044618496717697444 0.7647801318610343 1.5202671526213654 1.0067309429403644 0.015876993400554422
10.1 -1.8525082056937363 -0.7314694356353628 -1.0742199169604572 0.04367707076599437 0.7399840584765969 1.497526588244362 0.9882153111929881 0.01664608191538471
11.1 -1.8072134449928778 -0.7298934158279606 -1.0950777995968677 0.041206137812166505 0.7554107995321268 1.4400375011139652 0.9899408708166646 0.015532122058612567
12.1 -1.7228901674852473 -0.6598149545254228 -1.063080289450526 0.041625198575762475 0.7270706131800433 1.3990879625236972 0.9726311963880089 0.01623820480305589
13.1 -1.7204438937776398 -0.6598149545254228 -1.0333246378313259 0.04003639322911937 0.6836780918652756 1.3572886048469661 0.9547425286826547 0.017184394459652506
14.1 -1.6229057869737662 -0.6598149545254228 -1.0165226206484985 0.04251366635217351 0.6484527147801079 1.3311618108806347 0.9350005216004381 0.017967836429928996
15.1 -1.678947471029537 -0.6816851359759304 -1.021673302060533 0.04450705564208464 0.6425237249100234 1.3931971220879882 0.9345814836607437 0.01850563706957915
16.1 -1.6773289430559157 -0.5955652159162135 -0.985111959032021 0.04138968118859233 0.5827297075093941 1.374753521089025 0.9103275460315827 0.02042341538874086
17.1 -1.7366833537489907 -0.5418585100527276 -0.9829085011883508 0.041615525210436974 0.6274426207851033 1.421024481151187 0.9109145246317828 0.021325644796736
18.1 -1.7433351143865246 -0.5459301345540628 -0.9883877720501982 0.036605826489432496 0.6352574204199494 1.4530458430857287 0.9104400152416343 0.02009686769526401
19.1 -1.6444593459273342 -0.5459301345540628 -0.9612427115269905 0.03987043444329336 0.5801220196502987 1.3670959628783603 0.8806003730179569 0.022028648594294063
20.1 -1.6624307200583832 -0.5152322802920963 -0.9685822221967574 0.03902862694804776 0.619819238346819 1.3755803192824911 0.8842014797115053 0.021425091390871506
21.1 -1.6855413268490524 -0.49211145454428656 -0.981758032471681 0.036798893322250885 0.6356440336767895 1.3807243435862808 0.8840517419633653 0.02145101161421917
22.1 -1.589062605731473 -0.5295780407495163 -0.9402659413027006 0.0385161111895139 0.5853057172335173 1.3448823658347961 0.8547270964929242 0.024333644833130462
23.1 -1.6070835223822328 -0.5295780407495163 -0.9433611534617034 0.04112090589792074 0.5822042791259633 1.4080457014507433 0.8619814903051732 0.024919857609732105
24.1 -1.5270734250475537 -0.4672675699321179 -0.9086147327720077 0.04218807664442092 0.527626949072862 1.3728296793929071 0.832250748186914 0.02732623201562255
25.1 -1.5208910296135663 -0.3966814292842879 -0.8853027944397694 0.04477584796422462 0.47594528348013865 1.3590522276886818 0.8006160157803931 0.031065651258491814
26.1 -1.5246639720474975 -0.4316273190640338 -0.8892863916993516 0.04199725701197402 0.4899868066177066 1.3738059079080467 0.7982250313663328 0.030973400654288264
