#####################################################################
# Alchemist log file - simulation started at: 2024-06-14T10:04+0000 #
#####################################################################
#
# seed = 0.0, spacing = 1, error = 0.5, globalRound = 10
#
# The columns have the following meaning: 
# time Reward[min] Reward[max] Reward[mean] Reward[variance] MeanDistance[min] MeanDistance[max] MeanDistance[mean] MeanDistance[variance] 
0.0 NaN NaN NaN NaN NaN NaN NaN NaN
0.1 NaN NaN NaN NaN NaN NaN NaN NaN
1.1 -1.9304871824601955 -0.8003027406446903 -1.1551195954282318 0.049153447014298954 0.8771445203697384 1.5976414965463892 1.08211548305818 0.015774399470059864
2.1 -1.9304871824601955 -0.7836746071887017 -1.1311795704867251 0.052407810960559714 0.8303187115927851 1.5976414965463892 1.0664066174407414 0.017186321596929604
3.1 -1.880100328828968 -0.7689907691107833 -1.1090236944428837 0.047858047941884946 0.8371033052658466 1.5590683360097792 1.0488175885779516 0.01642750602950803
4.1 -1.880100328828968 -0.727143748438065 -1.0852402662148417 0.05001629717483145 0.8042069186034929 1.5590683360097792 1.0330683069848083 0.01802707080551913
5.1 -1.880100328828968 -0.6900701150369553 -1.0627829989706832 0.0488701187942074 0.7972243333480046 1.5391539858513503 1.0168242430483705 0.018079400489208933
6.1 -1.7748402683636957 -0.6688040190200002 -1.057316700085266 0.048289740229105815 0.7506990759974724 1.5181019737582957 0.9995919477181967 0.01891873655214574
7.1 -1.7748402683636957 -0.639540513929771 -1.0347809305043016 0.049139275565764154 0.7365679809143575 1.4997138236583836 0.9848445775588813 0.019033280919944443
8.1 -1.7748402683636957 -0.6034969845649454 -1.0285408598437558 0.04565588209228229 0.730562266591287 1.4897600553790813 0.9724317087304396 0.01941692563051149
9.1 -1.7748402683636957 -0.6305263521672875 -1.0046741608801448 0.044200399137007865 0.6844770907830927 1.4897600553790813 0.9591349516332296 0.021219562425648913
10.1 -1.7748402683636957 -0.6595335692450333 -0.989235435444396 0.042879265729653206 0.6602843835404935 1.4682903745239593 0.9438318307645247 0.021552391084752816
11.1 -1.7748402683636957 -0.5829075043383856 -0.9706574673594566 0.04466610225804032 0.6103534492997162 1.4682903745239593 0.9286921590783349 0.024509634375428073
12.1 -1.7748402683636957 -0.5679783870429405 -0.957955260856162 0.04588438859173827 0.5918088541751969 1.4483906030202764 0.913723112000371 0.0273899562724475
13.1 -1.7748402683636957 -0.4839660704770387 -0.9449558358595757 0.047298476256955053 0.5641008667098809 1.4303453118560063 0.8973598887788796 0.02929174651410042
14.1 -1.7748402683636957 -0.5399112648803757 -0.9185727233816458 0.04701307381301076 0.5497063772911706 1.42039975463462 0.8791627115033522 0.032230151407122265
15.1 -1.7748402683636957 -0.4580306380475077 -0.9076218020897707 0.04726390045426931 0.5306083589309805 1.4104574242617658 0.8631522464929482 0.03464905494322145
16.1 -1.6703397533889945 -0.4341471367794471 -0.8863338224260954 0.04809827126092414 0.4944140177426874 1.3796185124546265 0.8472505283483438 0.037024063785004384
17.1 -1.6703397533889945 -0.40222504994249747 -0.8732032865979367 0.04822390360887769 0.4834571596532021 1.4266581841159567 0.8266439466749743 0.04146438494668068
18.1 -1.6703397533889945 -0.33461070147267863 -0.8696269680175104 0.055193967659064924 0.43400155422701514 1.4585866429284196 0.8096936627123659 0.047017429213727285
19.1 -1.6703397533889945 -0.2836757110709358 -0.8481994336989667 0.05890636263003372 0.3819712559769473 1.4374843947995473 0.7893995413390913 0.05293149660759496
20.1 -1.6703397533889945 -0.3634074392853757 -0.8178793060025439 0.06743841014106959 0.3368331701469155 1.4358648441180777 0.7638057660405898 0.05930837972008008
21.1 -1.6568665756772305 -0.2091613010746406 -0.8033063750458806 0.06919452499458954 0.3066583415789577 1.427139592389807 0.7421827370831594 0.062207125638249386
22.1 -1.564632006645342 -0.30129281879871045 -0.7825024265454614 0.07319891550554466 0.25321656542932514 1.3996491063149272 0.7173872462640571 0.06754821248201259
23.1 -1.4747831972786951 -0.20644234831168096 -0.7545905292230565 0.08258064365035446 0.20407808617870674 1.3684802627673935 0.6905220311487922 0.07261394863509203
24.1 -1.4575454643033108 -0.20704056710758256 -0.7422148756512744 0.08347300293618838 0.1797888257023446 1.3317490465959296 0.6683237461773752 0.0778043842982259
25.1 -1.4304961064830086 -0.10350025229097837 -0.7148118432560624 0.0879229230422913 0.15430510998645952 1.3140704146931252 0.6454861221842659 0.08429288990467017
26.1 -1.4107694249271132 -0.10862442694934583 -0.6854749570473897 0.10299893933216032 0.13575927427071446 1.2948952817471422 0.6260987179261067 0.08944338603659911
