#####################################################################
# Alchemist log file - simulation started at: 2024-06-14T07:43+0000 #
#####################################################################
#
# seed = 0.0, spacing = 1, error = 0.5, globalRound = 3
#
# The columns have the following meaning: 
# time Reward[min] Reward[max] Reward[mean] Reward[variance] MeanDistance[min] MeanDistance[max] MeanDistance[mean] MeanDistance[variance] 
0.0 NaN NaN NaN NaN NaN NaN NaN NaN
0.1 NaN NaN NaN NaN NaN NaN NaN NaN
1.1 -2.0347943253855436 -0.8871415435993155 -1.1807780847116933 0.04804273367809049 0.9123431723099031 1.6393507949203123 1.09572014186547 0.01654502572352658
2.1 -2.1298106812969104 -0.7949051417156134 -1.1860543999355657 0.05138180962479684 0.8929498803876182 1.696219801804245 1.0934988989149843 0.018322959027303843
3.1 -2.226258424940534 -0.8074105261569453 -1.1994732718157897 0.05679213755488149 0.8636804352231842 1.6882039049716226 1.0968024953269877 0.01935281089286989
4.1 -2.134272213090072 -0.7840153214175809 -1.196181399404153 0.057344168140829314 0.8487305797404268 1.697193054197946 1.0917225555525987 0.019899452449182477
5.1 -2.0845275705908923 -0.801397376763209 -1.1632876430594479 0.05524802063563492 0.8136724482230738 1.6731572555380807 1.0726974111944276 0.019616782413034474
6.1 -1.9850732556966892 -0.7896439925758343 -1.1416385333816945 0.05584903394179376 0.7689881159091104 1.6397993169247118 1.0541560087357758 0.020024907882756866
7.1 -1.986010217368155 -0.7969146106394169 -1.1496948244278162 0.05948749119534226 0.7365490342642612 1.6783856652364808 1.057462515961153 0.02129749021841723
8.1 -1.990971037435269 -0.7867473325363443 -1.1578149210392108 0.05725439806913368 0.7480164453806111 1.7072320429496728 1.0606248489345855 0.02156262322026029
9.1 -2.040561231230844 -0.8104399353846656 -1.1613767674101378 0.06109770579549705 0.7608711817597376 1.6955243788500354 1.060081788584888 0.02041921655692534
10.1 -2.040561231230844 -0.6835105738964027 -1.1230940524304864 0.05979417719472462 0.7231629949463751 1.6765828525069313 1.0418933779897714 0.020227567709207278
11.1 -2.1539867516964 -0.703495028565609 -1.1308198412738864 0.05784490931669512 0.6808643147273863 1.7302773657952248 1.041724709432638 0.020616515637048718
12.1 -2.1539867516964 -0.6908073017538123 -1.1464811520903402 0.05549576082242293 0.7276391453613401 1.6963415139461877 1.044921328025795 0.020022856352645075
13.1 -2.1539867516964 -0.7024138213264002 -1.1196633590710503 0.05129475552745723 0.682140766254886 1.6963415139461877 1.0255934368841666 0.020742174557840377
14.1 -2.150409659772783 -0.7078186674064231 -1.129969094408856 0.05017416123610044 0.6966336966860192 1.7309304184473078 1.0291293662765375 0.022841507048269417
15.1 -2.0130861313253043 -0.7152025662921715 -1.1391264040414644 0.05035015616624461 0.6978744767568339 1.6362539218640044 1.0263088530181614 0.0207962682703564
16.1 -1.9879490801231723 -0.65947603440373 -1.1392631514337357 0.051584616170994795 0.6881367479169386 1.605767180536325 1.0222482841923222 0.021967280501279038
17.1 -2.0195566144546095 -0.7011230781079638 -1.139117568351498 0.0520107966986176 0.6657714037736147 1.537887260727128 1.0242411797598818 0.022740861105925502
18.1 -1.9446241052035196 -0.7899438928723233 -1.1476483813015288 0.04750672558515645 0.6759504938273481 1.5281643969643177 1.0273711581683274 0.021748726729777748
19.1 -1.938514388359214 -0.7186505107287708 -1.1116592445742486 0.049501430175553696 0.6631039579249567 1.505853213470795 1.006646701976561 0.0219972370181745
20.1 -1.8887421713208072 -0.7078186674064231 -1.1249906734020112 0.046728095532419314 0.6846760333372301 1.427136369276497 1.0100860576931905 0.02018886413290197
21.1 -1.9842602539531564 -0.719248584051918 -1.1348262711156147 0.05160340602827704 0.6623461363178837 1.4552049157256621 1.0085772007217813 0.022170123093096093
22.1 -1.8814759503495029 -0.6916531451620669 -1.0960815345481354 0.046158709123417505 0.6357013426267253 1.4106046481357468 0.9893079959995589 0.020845249685516598
23.1 -1.8814759503495024 -0.7034950285656092 -1.1080261537518303 0.04543112843181026 0.6494328318115984 1.4328436734871082 0.9929633579833416 0.02161776650455788
24.1 -1.9813624168886304 -0.703495028565609 -1.118662484728593 0.04938534705008287 0.6775508795438384 1.4569396122979117 0.9962835236609098 0.023418552890713033
25.1 -1.8796372925820661 -0.6587138752273438 -1.0865452182735666 0.046030722965188474 0.6380675989324972 1.4464582066348792 0.975597797476456 0.024816480821713564
26.1 -1.9065909752689516 -0.624093656170541 -1.0615610945626262 0.04883635652743897 0.6358884073421665 1.4457224607759014 0.954262256757815 0.026409286941551532
